airline,tweets,airline_sentiment,sentiment_encoded
Virgin America,carrieunderwood after last night tribute soundofmusic oscars2015 ladygaga i think carrieunderwood agree,neutral,0
Virgin America,carrieunderwood all were entertaining,neutral,0
Virgin America,flight 769 on it is way was supposed to take off 30 minutes ago website still shows on time not in flight thanks,neutral,0
Virgin America,carrieunderwood julie andrews all the way though ladygaga was very impressive no to carrieunderwood,positive,1
Virgin America,you flew out of atlanta soon,neutral,0
Virgin America,carrieunderwood julie andrews hands down,neutral,0
Virgin America,flights be leaving dallas for la on february 24th,neutral,0
Virgin America,i am so excited about your 99 lgadal deal but i have been trying 2 book since last week the page never loads thank you,negative,-1
Virgin America,know it need it on my spotify stat guiltypleasures,positive,1
Virgin America,carrieunderwood i am lady gaga she is amazing,positive,1
Virgin America,carrieunderwood carrie,neutral,0
Virgin America,marketing song let us know what you think,neutral,0
Virgin America,carrieunderwood julie andrews first but lady gaga wowd me last night carrie meh,neutral,0
Virgin America,called a 34 weeks ago about adding 3 flights from 2014 to my elevatethey still have not shown uphelp,negative,-1
Virgin America,carrieunderwood all are great but i have to go with carrieunderwood,neutral,0
Virgin America,carrieunderwood sorry mary martin had it first,neutral,0
Virgin America,carrieunderwood love all three but you really cannot beat the classics,positive,1
Virgin America,0736 dal to dca 224 210pm tried to check in could not status please,neutral,0
Virgin America,guys been trying to get through for an hour can someone call me please,negative,-1
Virgin America,virgin i am on hold for 4050 minutes are there any earlier flights from la to new york city tonight earlier than 1150pm,negative,-1
Virgin America,on winning the travelzoo award for best deals from an airline us,positive,1
Virgin America,was fine until you lost my bag,negative,-1
Virgin America,to change reservation have virgin credit card do i need to modify on phone to waive change fee or can i do online,neutral,0
Virgin America,emailed your customer service team let me know if you need the tracking number,neutral,0
Virgin America,i just booked a flight but need to add baggage how can i do this,neutral,0
Virgin America,airline is awesome but your lax loft needs to step up its game 40 for dirty tables and floors,negative,-1
Virgin America,worried it is been a great ride in a new plane with great crew all airlines should be like this,positive,1
Virgin America,i flew yall sat morning any way we can correct my bill,positive,1
Virgin America,watch some of the best student films in the country at 350 feet cmfat350feet,neutral,0
Virgin America,time flying you all do you have a different ratepolicy for media bags thanks,neutral,0
Virgin America,is going on with customer service is there anyway to speak to a human as soon as possible thank you,negative,-1
Virgin America,happened to doom,neutral,0
Virgin America,cannot you supp the biz traveler like southwestair and have customer service like jetblue neverflyvirginforbusiness,negative,-1
Virgin America,have applied more then once to be a member of the inflight crew teamim 100 interested flightattendant dreampath g,positive,1
Virgin America,the best whenever i begrudgingly use any other airline i am delayed and late flight,negative,-1
Virgin America,have no interesting flying with you after this i will cancelled flight my next four flights i plannedneverflyvirginforbusiness,negative,-1
Virgin America,was a disappointing experience which will be shared with every business traveler i meet neverflyvirgin,negative,-1
Virgin America,having trouble adding this flight my wife booked to my elevate account help,negative,-1
Virgin America,bring up my reservation online using flight booking problems code,neutral,0
Virgin America,q whats the distribution of elevate avatars i bet that kitty has a disproportionate share,neutral,0
Virgin America,3 flying va but life happens and i am trying to change my trip jperhi can you helpva home page will not let me,neutral,0
Virgin America,is the site down when will it be back up,negative,-1
Virgin America,down with rnp yeah you know me,neutral,0
Virgin America,i did not get points on my elevate account for my most recent flight how do i add the flight and points to my account,neutral,0
Virgin America,like the tv and interesting video just disappointed in cancelled flightled flight when other flights went out to jfk on saturday,negative,-1
Virgin America,landed in lax an hour after i should of been here your no late flight bag check is not business travel friendly nomorevirgin,negative,-1
Virgin America,is flight 345 redirected,neutral,0
Virgin America,it me or is your website down by the way your new website is not a great user experience time for another redesign,negative,-1
Virgin America,cannot check in or add a bag your website is not working i have tried both desktop and mobile,negative,-1
Virgin America,2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin uncomfortable,negative,-1
Virgin America,is your phone number i cannot find who to call about a flight reservation,negative,-1
Virgin America,anyone doing anything there today website is useless and no one is answering the phone,negative,-1
Virgin America,to add my boy prince to my ressie sf this thursday virginamerica from lax,neutral,0
Virgin America,must a traveler miss a flight to late flight check a bag i missed my morning appointments and you lost my business sfo2lax,negative,-1
Virgin America,out new music,neutral,0
Virgin America,does a direct flight fllsfo have unexpected layover in vegas 4 fuel yet peeps next to me bought for vegas flight sneaky,negative,-1
Virgin America,no late flight bag check just lost you my business i missed flight and am apt three other people on flight had same exp,negative,-1
Virgin America,customer service again raeann in sf she is the best customerservice virginamerica flying,positive,1
Virgin America,your service line and was hung up on this is awesome sarcasm,negative,-1
Virgin America,site is tripping i am trying to check in and i am getting the plain text version i am reluctant to enter any card info,negative,-1
Virgin America,was scheduled for sfo 2 dal flight 714 today changed to 24th due weather looks like flight still on,neutral,0
Virgin America,getaway deals through may from 59 oneway lots of cool cities cheapflights farecompare,positive,1
Virgin America,getaway deals through may from 59 oneway lots of cool cities cheapflights farecompare,neutral,0
Virgin America,getaway deals through may from 59 oneway lots of cool cities cheapflights farecompare,positive,1
Virgin America,getaway deals through may from 59 oneway lots of cool cities cheapflights farecompare,neutral,0
Virgin America,a great week,positive,1
Virgin America,back to phl already we need you to take us out of this horrible cold pleasecomeback,positive,1
Virgin America,i be concerned that i am about to fly on a plane that needs to be delayed due to a tech stop,negative,-1
Virgin America,the best airline i have flown oneasy to change your reservationhelpful representatives a comfortable flying experience,positive,1
Virgin America,again another rep kicked butt naelah represents your team so beautifully thank you,positive,1
Virgin America,beautiful frontend design is down right now but it was cool to still book my ticket before christ all your backend was secure,positive,1
Virgin America,the team running gate e9 at las tonight waited for a delayed flight and they kept things entertaining,positive,1
Virgin America,another browser 2015 a brand with a reputation built on tech response does not have a crossbrowser compatible website,negative,-1
Virgin America,now the flight flight booking problems site is totally down folks what is the problem,negative,-1
Virgin America,like the customer service but a 40 min delay just for connecting passengers seems too long va370,negative,-1
Virgin America,to your outstanding new york cityjfk crew who moved mountains to get me home to san francisco tonight,positive,1
Virgin America,have the absolute best team and customer service ever every time i fly with you i am delighted thank you,positive,1
Virgin America,you provide complimentary upgrades to first class if there are available seats,neutral,0
Virgin America,need to change my flight thats scheduled in 9 hours and 120 min wait time on phone im calling intern help,negative,-1
Virgin America,awesome experience last month boslas nonstop thanks for such an awesome flight and depart time vabeatsjblue,positive,1
Virgin America,can i watch the oscars2015 on my jfksfo flight,neutral,0
Virgin America,flight 882 cancelled flightled and what do i do if it is,neutral,0
Virgin America,are failing your customers because your check in process does not link to tsa precheck,negative,-1
Virgin America,us too terrible airline just gave us a hotel hotline number and said sorry,negative,-1
Virgin America,flight number 276 from sfo to cabo san lucas arrived yet,neutral,0
Virgin America,your assistance yesterday when you cancelled flightled our flight was to give us a hotel hotline shame on you,negative,-1
Virgin America,delayed flight likingyoulessandless,negative,-1
Virgin America,need to register a service dog for a first class ticket from sfo dulles the phone queue is an hour or longer pls advise,negative,-1
Virgin America,rock for making it so i can watch oscars on my flight redcarpet oscars oscars2015,positive,1
Virgin America,dropped a track on you,neutral,0
Virgin America,xoxo,positive,1
Virgin America,cannot we book seats on your flights when we buy them or even during check in creates so much anxiety frustrated,negative,-1
Virgin America,think paying an extra 100 bucks retweet for luggage might afford you hiring an extra hand at sfo lame,negative,-1
Virgin America,customer service rep in the world irmafromdallas takes the cake,positive,1
Virgin America,you find us a flt out of lax that is sooner than midnight on monday that would be great customer service,neutral,0
Virgin America,provide status for flight 769 i cant imagine it is on time as the web indicates dude to weather here andor dallas,negative,-1
Virgin America,have amazing staff super helpful as i just ran the waltdisneyworld princesshalf they have spoiled me with comfort,positive,1
Virgin America,paid the premium to fly you across the country you cancelled flight my flight and offer no check fee or upgrade love sad face,negative,-1
Virgin America,is it not possible to book a seat for an infant under 2 it is not giving me the option but we want a seat for him,negative,-1
Virgin America,it together youre welcome retweet virginamerica jessicajaymes youre so welcome,positive,1
Virgin America,home to dc sunset globe in backtowinter back to work refreshed,positive,1
Virgin America,do not understand why you need a direct message to give me an answer on if you have a damaged luggage policy,negative,-1
Virgin America,that mean you do not have a policy for destroyed luggage,negative,-1
Virgin America,there special assistance if i travel alone with2 kids and 1 infant priority boarding,neutral,0
Virgin America,you for checking in tickets are purchased and customer is happy,positive,1
Virgin America,your website ever coming back online,neutral,0
Virgin America,flight 713 from love field to sfo definitely cancelled flightled for monday february 23,neutral,0
Virgin America,flight 0769 out of lga to dfw on time,neutral,0
Virgin America,drivers license is expired by a little over a month can i fly friday morning using my expired license,neutral,0
Virgin America,problems flight booking problems on the web site keeps giving me an error and to contact by phone phone is 30 minute wait,negative,-1
Virgin America,do i reschedule my cancelled flightled flights online the change button is greyed out,negative,-1
Virgin America,rang but there is a wait for 35 minutes i can book the same ticket through a vendor fix your site,negative,-1
Virgin America,a flight we were told for 450 todaychecked my email and its for 450 tomorrow this is unacceptable,negative,-1
Virgin America,flight into lga was cancelled flighted were stuck in dallas i called to reschedule told i could get a flight for today12,negative,-1
Virgin America,do not any of the pairings include red wine only white is offered redwineisbetter,negative,-1
Virgin America,the website down,negative,-1
Virgin America,site seems a little wonked right now may want to have a look tried on two browsers no css,negative,-1
Virgin America,am disappointed that the agent at the designated silver status check in line dulles airport closed to assist all pasengers,negative,-1
Virgin America,to include austin to its dallas route topnews arab emirates,neutral,0
Virgin America,it normal to receive no reply from central baggage baggageissues shake my head,negative,-1
Virgin America,logan airport and waiting to checkin for my 9am flight checkin desk not open why,negative,-1
Virgin America,jump into the dallasaustin market dallas news,neutral,0
Virgin America,eps views takes on southwestair va luv investors business daily,neutral,0
Virgin America,to my show my on monday 1230 130,neutral,0
Virgin America,begin dallasaustin flights in april 889 ketr,neutral,0
Virgin America,you just got all my business from ewr to sfolax fuck you united fl1289 sfoewr was the clincher,negative,-1
Virgin America,applied over 2 weeks ago have not heard back and i am flying this week disappointed,negative,-1
Virgin America,would love to know what your policy is for damaged luggage,neutral,0
Virgin America,you for the follow,positive,1
Virgin America,many apologies you r the worse airlines do not even respond to your cudtomers,negative,-1
Virgin America,on va for making people spend money in stranded cities when other airlines are landing at jfk who will reimburse me,negative,-1
Virgin America,i direct message you,neutral,0
Virgin America,you please have flights in sjc i have no choice but to fly southwest to vegas,neutral,0
Virgin America,bad you say it takes 10 to 14 days via your confirmation email when i inquired after 3 weeks you claim 6 to 8 weeks,negative,-1
Virgin America,from bos las tomorrow was cancelled flightled no notification wait times are 1 hour will you rebook on another airline,negative,-1
Virgin America,youve met your match got status on another airline upgrade restr,positive,1
Virgin America,way to fly elevate gold,positive,1
Virgin America,only you guys had flights from cmh,neutral,0
Virgin America,lot of apologies being thrown out to customers from what i can seevery sad thanks for nothing worst airline ever,negative,-1
Virgin America,all my flight stuff wrong and did nothing about it had worst flight ever,negative,-1
Virgin America,an issue finding a missing item on a plane can you help me find which airport my plane headed to next,neutral,0
Virgin America,will match my americanairlines status cool,positive,1
Virgin America,your matchgot status on another airline upgrade asarco es ar,neutral,0
Virgin America,to book a flight with you guys and your website would not let me about to lose my business,negative,-1
Virgin America,suck,negative,-1
Virgin America,,positive,1
Virgin America,direct messaged same issue persisting,negative,-1
Virgin America,we never recd cancelled flightlation notice we were left w no options to fly out of postscript driving to la for a red eye mon w kids,negative,-1
Virgin America,to book a flight your site is down,negative,-1
Virgin America,have any flights flying into boston tomorrow i need to be home and you cancelled flightled my flight and did not do anything,negative,-1
Virgin America,stink flight cancelled flighted from psp to jfk and no notification or ability to rebook disappointed expected better,negative,-1
Virgin America,love your guys song were dancing to it for our high school dance revue,positive,1
Virgin America,website is down and i am trying to check in,negative,-1
Virgin America,thank you for the quick response apparently faster than sitting on hold,positive,1
Virgin America,about my flight from dc to lax getting cancelled flightled tomorrow just sent you a direct message to help me,neutral,0
Virgin America,picture of another virginamerica plane off our wing what a site,positive,1
Virgin America,up the great work,positive,1
Virgin America,goodness your people love field are amazing under pressure from texas beatstheothers in crisis please fly me to ny,positive,1
Virgin America,for a great flight from la to boston pilots did a great job landing in the snow can we go back to la now seriously,positive,1
Virgin America,you please get me to the new york area before monday afternoon,neutral,0
Virgin America,so much for the awesome support you guys rock,positive,1
Virgin America,in row 8 do not recline should mention that on your website soreback,negative,-1
Virgin America,404 delayed 2 hours in la due to mechanical problems handle like pros but you could have tossed us a free drink,negative,-1
Virgin America,cancelled flight flights today no precipitation to be scared of,negative,-1
Virgin America,team you guys killed it for rescheduling me as soon as possible thank you,positive,1
Virgin America,guys charged me 100 to reschedule a flight that was then cancelled flighted and are now refusing to refund it whats the deal,negative,-1
Virgin America,access your website from safari on iphone 6 seems to work on mac and ipad need iphone to add passbook,negative,-1
Virgin America,ipad and iphone clicking the checkin link in the email i received at 24hrs before flight,neutral,0
Virgin America,mobile site is broken shows headerelevateusernumofpointsavailable 0 number points would not let me checkin,negative,-1
Virgin America,was really looking forward to my flight can you let me know when it will be rescheduled diehardvirgin,negative,-1
Virgin America,cancelled flight flight vx413 one sec its delayed on my to airport the next its cancelled flightledgonna email or call me to reschedule,negative,-1
Virgin America,did it but there was a problem in the link from the email for checkin thanks,negative,-1
Virgin America,to change to another airline to get to dc today why is united able to land in dc but not you cost me 800 ugh,negative,-1
Virgin America,was so looking forward to my first flight with you today but it was cancelled flightled along with the subsequent one,negative,-1
Virgin America,are you putting some great deals from pdx to las or from las to pdx show me your love,positive,1
Virgin America,i can afford to fly with you next friday going back home love everything about your airline,positive,1
Virgin America,are you gonna have a deal from dallas to dc but no deal from dc to dallas sad,negative,-1
Virgin America,just a bug report guys,neutral,0
Virgin America,times at call center are a bit much,negative,-1
Virgin America,,positive,1
Virgin America,down help,negative,-1
Virgin America,have the best flight attendant ever,positive,1
Virgin America,virginamerica watch nominated films at 350 feet meetthefleet oscars,positive,1
Virgin America,so much,positive,1
Virgin America,to reset my password email never arrives help,negative,-1
Virgin America,only airline based in silicon valley disruption fcmostinnovative incubator fastcompanys,positive,1
Virgin America,nicely done,positive,1
Virgin America,looking forward to watching the oscars on my flight home tomorrow i might even get something bubbly to drink,positive,1
Virgin America,is the reason for the delay of the departure of vx 413 from jfk this afternoon,negative,-1
Virgin America,todays flight from palm springs ca to jfk in ny cancelled flightled,negative,-1
Virgin America,virginamerica you guys are amazing i love you guys,positive,1
Virgin America,like fun,positive,1
Virgin America,updates on flight 413 from jfk lax,neutral,0
Virgin America,moose,neutral,0
Virgin America,css on your site is a 404 right now please fix site unusable,negative,-1
Virgin America,on flight 910 vegas to boston today checked in online but our bag count did not register can i fix that somehow,negative,-1
Virgin America,luv virgin america greetingz,positive,1
Virgin America,i am trying to do checkin but the website is not working i tried 3 different browsers and the problem continues,negative,-1
Virgin America,for your great customer service today for helping me get all my travel sorted out,positive,1
Virgin America,guys sweet route over the rockies airplanemodewason,positive,1
Virgin America,the 90s music blasting at gate in boston while waiting for flight to sanfrancisco only if i could get an iced coffee,positive,1
Virgin America,passenger in 7d flt 338 that assaulted me should not have flown i trust he is banned crew filed report to faanews,negative,-1
Virgin America,bug on website shows select departure city when selecting destination city,negative,-1
Virgin America,was severely dentedmissing wheel coming off baggage claim in san luggage agent miranda i think was not any help,negative,-1
Virgin America,you for the easy itinerary shift for impending weather quick painless free,positive,1
Virgin America,youd love to see more girls be inspired to become pilots retweet our free woaw event march 28 at abq,neutral,0
Virgin America,good times there and back vodkatonics the entire flightsfo,positive,1
Virgin America,expectations shares take off santa cruz sentinel,neutral,0
Virgin America,plans to start flying direct from dal to las,neutral,0
Virgin America,lovegratitudempower w werin oscars2105 vipswagbags avalonhollywood,neutral,0
Virgin America,doing a great job adding little luxuriesaesthetics that improve the air travel experience thank you keep it up,positive,1
Virgin America,window seat and confirmed window but got stuck in middle seat not a good way to treat silver member,negative,-1
Virgin America,budapest hotel oscarscountdown,neutral,0
Virgin America,is what you missed newsvp next trip to the 407,neutral,0
Virgin America,the fuck i paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience,negative,-1
Virgin America,is something wrong with you website in safari iphone,negative,-1
Virgin America,for gate checking my baggage on your full flight dfwlax 883 and giving me early boarding too sweet,positive,1
Virgin America,checked in so the page expired x,negative,-1
Virgin America,for a not refunding a seat upgrade fee i did not want to buy in the first place,negative,-1
Virgin America,rise on q4 financial results usa today,neutral,0
Virgin America,pillows instead of lieflat seats in first class arms race,neutral,0
Virgin America,see what you did there,positive,1
Virgin America,to take advantage of mayweatherpacquiao,neutral,0
Virgin America,know i am flying virgin for the fight mayweatherpacquiao,neutral,0
Virgin America,inflight team makes the experience amazing,positive,1
Virgin America,salt and pepper shaker ever just when i think you guys cannot get any better you just do,positive,1
Virgin America,my seat with no notice better seat is cabin select not behind the row i selected disappointed,negative,-1
Virgin America,up on 4q results iol,neutral,0
Virgin America,airline,positive,1
Virgin America,have a hot female pilot sweet dca to sfo,positive,1
Virgin America,you guys going to start flying to paris virginamerica lizautter youre welcome,neutral,0
Virgin America,is your policy on flying after surgery i am still waiting for answer so i can tell me doctor,neutral,0
Virgin America,contacted central baggage sent direct message renttherunway is charging me for the dress that was in the lost suitcase help,negative,-1
Virgin America,you,positive,1
Virgin America,there anything going on with the website i have been getting a lot of errors past 30 minutes,negative,-1
Virgin America,think i left something on the plane yesterday who do i callah,neutral,0
Virgin America,need you to follow back in order to direct message,neutral,0
Virgin America,to start flying to kciairport,neutral,0
Virgin America,told to check with the airline regulation first so that is why i contacted you,neutral,0
Virgin America,i have just checked in flight to sfo from lax been told as atlantic flying club gold i get no benefits,negative,-1
Virgin America,and i ordered three drinks via my screen and they never came awesome,negative,-1
Virgin America,are you guys going to leave the seatbelt light on all flight you can barely call this turbulence,negative,-1
Virgin America,is your policy on flying after surgery,neutral,0
Virgin America,second consecutive fullyear net profit atwonline,neutral,0
Virgin America,story your website is broken you have missing javascript and stylesheets on the checkin process i dislike this,negative,-1
Virgin America,love to do more for virgin just like i do for gopro,positive,1
Virgin America,handily exceed forecasts nytimes,neutral,0
Virgin America,applied for a position in flylaxairport and i was wondering if you guys received my application,neutral,0
Virgin America,a second year of profitability despite revenue pressure capa aviation,neutral,0
Virgin America,positive outlook but sees increased competition reuters,neutral,0
Virgin America,am trying to check into my 1050am ct flight tmm on the desktop website and it is not working some sort of caching bug sos,negative,-1
Virgin America,delays next few weeks jfk bos dca,neutral,0
Virgin America,check the website before you go to the airport,neutral,0
Virgin America,you guys know your checkin links from emails are broken,negative,-1
Virgin America,says we expect a choppy landing in new york city due to some gusty winds witha temperature of about 5 degrees withthe windchill 8,neutral,0
Virgin America,it cannot wait for mondays return flight mostly just to watch the inflight safety video again sorrynotsorry,positive,1
Virgin America,my luggage 4 days ago on flight vx 112 from lax to iad i am calling every day no responseplease give me back my stuff,negative,-1
Virgin America,flight booking problems section of your website seems to be broken on chrome might wanna look into that,negative,-1
Virgin America,just wanted to see if you have any new routes planned this year for newark love flying you guys and hope to do so more,positive,1
Virgin America,mean probably inappropriate while on board but it is on,positive,1
Virgin America,to spend the day together let us do this,positive,1
Virgin America,saving my sanity right now,neutral,0
Virgin America,my flight how does standby work,neutral,0
Virgin America,were very understanding and helped me out thank you comps,positive,1
Virgin America,it all the way across the country today i see,neutral,0
Virgin America,you i absolutely will,positive,1
Virgin America,like a broken link for your assets,negative,-1
Virgin America,you ready let us say it together no turbulence today,neutral,0
Virgin America,manage itinerary section of your website seems to be broken for me,negative,-1
Virgin America,check in your site looks like this every time it loads,negative,-1
Virgin America,you help this freyabevan fund needs urgent treatment in2y old battling cancer could you help with flights freyasfund,neutral,0
Virgin America,start service to hawaii from sanfrancisco this year biztravel,neutral,0
Virgin America,carriers are less than half price for a round trip fare i am stunned,negative,-1
Virgin America,the fuck is happening in pdx late flight march such that one way from sfo is 550,negative,-1
Virgin America,dtw and i am sold,neutral,0
Virgin America,about some free drinks on the flight back for the free promo,positive,1
Virgin America,thanks,positive,1
Virgin America,i made it,neutral,0
Virgin America,contact me about portfolio left on flight vx 27 from jfk to sfo tonite seat 7am need it returned call 9143290185,neutral,0
Virgin America,i was on flight 27 from jkf tonight seat 7c left portfolio need it back,neutral,0
Virgin America,seattle bound wifey got me the duffle for vday she is a keeper holla,neutral,0
Virgin America,luggage is gone i have filed my paperwork promised a callemail still no resolution or response from central luggage,negative,-1
Virgin America,baldwin gave a rockstar performance of the safety demo this evening on vx919 las2sfo bestcrew sherocks,neutral,0
Virgin America,for taking care of suuperg on her flight rockstars travel,positive,1
Virgin America,for the lovely soft views travel san to sfo,positive,1
Virgin America,requested a mileage challenge for status several weeks ago online but have not heard back how do i get help with this,negative,-1
Virgin America,trying to book tickets to new york city and facing super fun broken styling do not worry i will keep trying,negative,-1
Virgin America,thanks for the followourprincess freyasfund usa bandie looking for any help,neutral,0
Virgin America,lofty view flylaxairport silverstatus,neutral,0
Virgin America,for status match on feb 1 got confirmation email same day still no news though you guys have dropped ball late flightly,negative,-1
Virgin America,my new go to airline,neutral,0
Virgin America,gma americanair can you help ourprincess in need of some help in usa,neutral,0
Virgin America,adore you and am so looking forward to my flight to austin in two weeks,positive,1
Virgin America,was so glad it was mentioned i took my first virgin flight a few years back and it was a transformative experience,positive,1
Virgin America,booking problems flight to uphold my status match do taxes on ticket count as earned status points statusmatch virginamerica,neutral,0
Virgin America,to checkinbut looks like your site is down,negative,-1
Virgin America,my birthday night with you daldca get me home,negative,-1
Virgin America,a couple messages to the email you provided but to no avail will try again next year cheers,negative,-1
Virgin America,time flying virgin went to sanfrancisco thanks for the smooth ride easily my new fav airline,positive,1
Virgin America,though will there not be direct flights from sfofll in may,negative,-1
Virgin America,is fine already done with my purchase but you should try it just go most of the way through then go back 3,negative,-1
Virgin America,really the experience i was hoping 4 i ws forced 2 check in a small carry on w nothing but empty cabin space on board,negative,-1
Virgin America,our luggage so slow at lax,negative,-1
Virgin America,jump into the dallas austin market,neutral,0
Virgin America,spoke with a representative that offered no solution i am a loyal customer who flies on virginatlantic as well,negative,-1
Virgin America,am deeply disappointed that your birthday promo was not applied to a trip i booked mere days before i received the email,negative,-1
Virgin America,happened to direct flights from sfofll looking in may only see connecting help dontdothistome,negative,-1
Virgin America,you help left my blazer in kooples jacket bag at 3rd row second seat from right gate 36 t3 lax flight to sfo,neutral,0
Virgin America,with visa checkout as mobile payment method to help boost mobile conversion rates etailwest payments visa,neutral,0
Virgin America,promoting the product is all had a problem with southwest and recommend noneother than the best,positive,1
Virgin America,you guys but pls get some direct routes las to aus,positive,1
Virgin America,would like help with some flights please,neutral,0
Virgin America,giannilee turn down for what vxsafetydance,neutral,0
Virgin America,course i work for virginatlantic and i am obsessed with the entire virgin family,positive,1
Virgin America,first time flying with you tonight,positive,1
Virgin America,the swanky pink mood lighting during the flight from new york city to sfo just needs a cabaret singer think about it,neutral,0
Virgin America,but i need the receipt as soon as possible could you please help 1502190114,neutral,0
Virgin America,have 2d and 3d embossed badges and patches superior to the ones you are currently using,negative,-1
Virgin America,vx399 from jfk to la dirty plane not up to your standards,negative,-1
Virgin America,flight vx399 headed to la from jfk dirtiest va plane i have ever been on sad for a great airline,negative,-1
Virgin America,it squared away someone picked up as soon as i tweeted should have tweeted sooner,positive,1
Virgin America,avis rental continue button does not work on your website to book car tried 4 times on phone this sucks,negative,-1
Virgin America,to1030,negative,-1
Virgin America,in minute 10 of being on hold with cust service do i need to do anything to add a lap child to my reservation,negative,-1
Virgin America,pillows instead of lieflat seats in first class arms race by skift,neutral,0
Virgin America,of course have fun celebrating thanks happy chinese new year,positive,1
Virgin America,booking problems last second flight for next week from sfo to san any chance you want to gift me a promo code since i love you guys,positive,1
Virgin America,bank is a joke please change nothing but constant problems with this bank,negative,-1
Virgin America,just did how can i direct message do you have to also add me,neutral,0
Virgin America,my grandma ellas 80th she would 3 a bday greeting from your flight crew she was a stewardess for eastern airlines,positive,1
Virgin America,bought tix for atx dallas route thanks for adding that love yr airline yr website is best transactional site ever,positive,1
Virgin America,sugafly,neutral,0
Virgin America,a credit for my late flight flight yesterday great service that is a wow moment unexpected gesture,positive,1
Virgin America,need a receipt for a flight change can you send one,neutral,0
Virgin America,submitted a status match request a while back and still havent heard im flying on monday can you look accelerate,negative,-1
Virgin America,me at their safety video loved my first cross country flight livewelltraveled sytycd,positive,1
Virgin America,does not look to fat to me it looks yummy,positive,1
Virgin America,says southwest jetblue have strayed from low cost model,neutral,0
Virgin America,brilliant brisk am in boston in cue for vx363,neutral,0
Virgin America,ploughs a lone furrow in the middleeast thenationaluae,neutral,0
Virgin America,ploughs a lone furrow in the middleeast thenationaluae,neutral,0
Virgin America,ploughs a lone furrow in the middleeast thenationaluae,neutral,0
Virgin America,my god oh my god nonstop dallas to austin on virgin,positive,1
Virgin America,planes are really pretty just thought you should know that,positive,1
Virgin America,are you flying to hawaii,neutral,0
